Thorlabs Beam
Version: 9.1.5787.560
Date: 10/15/2024
Time: 4:01:09 PM

Device: BC106N-VIS
S/N: M00456188

Resolution: Fast ( 8 bit)
Sensor Resolution [pix]: Width: 1360, Height: 1024
Pixel Size [µm]: Horizontal: 6.45, Vertical: 6.45
Region of Interest [pix]: Horizontal: 542, Vertical: 402, Width 276, Height 180
Wavelength [nm]: 520
Attenuation [dB]: 20
Exposure Time [ms]: 1.135
Gain: 1
Base Level [digits]: 45.7103

3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;3;3;4;3;3;4;5;4;4;3;3;4;6;8;6;5;6;6;6;6;6;6;6;8;7;7;7;5;4;3;4;4;4;4;6;7;6;5;4;4;4;4;5;5;6;6;5;5;4;5;5;6;7;9;7;6;5;6;9;14;19;20;19;20;20;17;11;8;10;13;14;12;9;7;7;6;5;4;3;4;5;6;6;5;8;11;12;15;16;15;13;11;11;12;17;21;23;23;24;24;20;17;17;18;20;21;25;27;31;36;38;42;47;50;50;55;56;55;56;55;60;65;72;77;84;84;88;97;100;95;88;88;95;91;91;84;76;64;59;58;55;55;50;41;36;30;27;27;29;30;29;27;24;22;16;15;14;16;18;19;19;18;16;17;18;19;17;12;9;8;7;9;11;10;8;7;9;11;13;15;16;14;13;14;16;16;12;12;11;10;7;6;5;5;5;5;5;4;4;3;3;4;4;4;5;5;5;5;6;6;6;7;7;5;4;5;6;5;6;8;8;6;4;4;4;4;5;5;5;4;4;3;3;3;3;4;4;4;3;3;3;3;3;3;4;3;3;4;4;3;3;3;3;3;4;3;3;4;3;3;3
4;3;3;3;4;3;3;3;3;3;3;3;4;4;3;3;4;4;4;3;4;5;4;4;4;3;4;6;7;6;6;6;6;6;7;6;5;6;8;7;7;7;6;4;4;4;4;3;5;7;6;4;4;4;4;4;5;5;6;5;5;5;5;5;5;5;6;7;8;7;6;6;7;11;17;21;22;23;23;19;16;9;9;12;14;15;10;8;6;7;5;4;4;4;5;6;7;6;7;10;12;13;16;15;12;11;11;13;16;22;26;28;26;27;21;19;18;19;21;23;27;30;33;39;43;49;52;53;58;53;52;55;54;59;62;65;69;76;77;86;90;94;99;103;100;100;95;97;100;92;91;91;83;76;75;72;68;60;49;42;34;28;26;27;29;30;29;29;24;22;19;16;15;17;18;19;19;17;15;14;18;18;16;11;9;8;8;10;10;7;6;7;10;13;14;15;13;14;15;16;17;13;12;11;10;8;7;6;5;4;4;5;4;4;3;4;4;4;4;4;5;4;5;5;7;6;6;7;6;4;4;5;5;5;8;7;6;4;4;4;4;4;6;6;5;4;3;3;3;4;4;4;4;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;4;3;4;3;4;4;4;3
4;3;3;3;3;3;3;3;3;3;3;3;4;4;4;3;4;4;3;3;4;4;4;3;4;4;4;6;6;5;6;5;6;6;7;6;4;7;8;8;6;6;5;4;4;4;4;4;5;7;5;4;4;4;4;4;5;6;5;5;5;5;5;5;5;5;5;7;7;7;8;8;9;13;17;22;24;23;22;20;14;8;9;14;16;14;9;7;7;7;5;4;4;4;6;7;7;7;10;11;12;14;15;14;11;10;13;16;19;24;31;30;29;29;23;20;20;24;23;26;28;37;41;48;54;56;61;64;61;59;58;64;64;63;69;78;82;87;88;94;99;102;110;108;110;106;112;115;110;98;95;93;95;97;89;91;83;76;67;52;44;32;28;28;28;30;30;32;31;29;24;17;15;15;18;20;21;18;16;14;16;18;17;13;11;8;6;7;9;8;6;6;9;13;15;14;13;13;16;16;17;15;13;12;12;10;8;6;4;5;5;4;4;4;4;3;4;4;4;4;4;5;5;5;7;6;7;8;7;5;4;5;5;5;7;7;6;4;4;5;4;5;6;6;5;4;3;3;3;3;4;4;4;3;3;3;3;3;3;4;3;3;3;4;3;3;3;3;4;4;4;4;4;4;4;3
4;3;3;3;3;3;3;3;3;4;3;3;4;4;4;4;4;4;3;3;4;4;4;3;3;4;4;5;5;6;7;5;6;7;7;5;5;9;8;7;6;6;6;4;4;5;3;4;6;7;6;4;4;5;4;4;4;5;6;6;5;6;6;5;5;5;6;7;7;7;9;9;10;15;19;21;23;25;23;19;11;8;10;14;16;12;7;6;7;6;5;4;4;5;8;9;8;9;13;14;14;16;16;14;11;12;15;18;23;27;30;29;29;25;24;23;25;29;28;34;40;46;51;54;57;59;59;61;60;60;64;63;71;75;79;82;94;105;107;112;110;115;125;126;128;126;125;129;114;108;98;95;93;101;104;101;99;85;75;64;51;37;31;26;25;27;28;33;32;29;28;21;18;16;18;21;23;20;16;15;15;17;19;15;13;10;6;6;8;8;7;6;9;13;14;14;13;11;14;16;19;18;16;13;13;12;10;7;5;4;5;4;4;4;4;3;4;4;4;4;4;5;6;5;6;7;7;8;7;6;4;5;6;5;6;7;6;5;4;5;4;4;5;6;5;4;3;3;4;4;3;3;3;3;3;3;3;3;3;4;4;3;3;4;3;3;3;3;4;4;4;4;4;4;3;3
3;3;3;3;3;3;3;3;3;4;3;3;3;4;4;3;3;4;4;3;4;4;3;3;3;4;5;5;5;7;7;5;6;7;7;4;6;9;9;7;5;6;5;4;4;4;4;5;7;6;5;4;4;4;4;4;5;6;6;6;5;6;7;6;5;5;6;6;7;8;9;11;12;15;17;18;23;25;24;18;11;9;13;16;13;9;7;6;6;7;4;4;5;7;8;9;9;10;14;16;17;18;14;12;11;14;16;20;26;28;29;29;27;27;30;27;28;33;39;44;51;55;53;53;53;57;60;63;63;64;70;76;88;96;100;100;106;110;119;118;129;139;138;145;151;146;141;135;123;114;104;100;96;101;110;104;107;97;83;69;52;45;35;29;26;24;27;31;31;28;27;25;20;18;19;22;23;18;16;14;13;14;17;18;15;11;8;6;6;8;7;7;8;13;15;13;12;11;12;16;18;18;17;14;15;14;11;8;6;4;4;5;5;4;4;3;4;4;4;4;5;5;6;5;5;7;7;8;6;5;4;4;6;5;7;8;6;5;5;5;4;4;5;6;5;4;4;3;4;4;4;4;3;3;3;3;3;3;4;4;4;3;3;3;3;3;3;3;3;4;4;3;4;4;3;3
3;3;3;3;3;3;3;3;3;4;3;3;4;4;3;3;3;4;3;4;4;3;4;3;3;4;5;5;5;7;7;6;6;7;6;5;6;10;10;6;5;5;5;4;4;4;4;5;7;6;4;4;4;5;4;4;6;7;8;5;5;6;6;6;4;5;6;6;6;7;10;12;12;15;15;19;21;26;22;15;11;11;15;14;10;8;6;6;6;6;4;4;5;8;9;10;9;12;17;17;19;16;11;8;10;13;16;22;26;26;25;27;28;29;30;30;34;44;48;54;53;52;51;46;51;56;61;71;79;89;96;101;108;115;123;122;134;141;135;146;156;164;171;178;176;184;169;149;141;125;113;112;113;115;114;112;110;107;90;80;67;53;44;35;29;23;25;27;27;27;22;25;24;20;18;22;21;18;16;15;12;13;15;18;18;14;10;7;5;7;8;9;8;12;16;14;12;11;12;16;17;18;18;13;13;15;12;10;6;5;5;5;4;4;4;4;4;4;5;4;4;5;6;5;6;6;6;8;6;5;4;4;6;6;6;7;6;5;4;5;5;4;5;6;5;4;4;4;4;4;4;3;3;3;3;3;3;3;4;4;4;3;3;3;3;3;4;3;3;4;4;4;4;4;3;4
3;3;3;3;3;3;3;3;4;4;3;3;4;4;3;3;4;3;4;4;4;4;3;4;4;4;5;4;5;8;7;6;6;6;6;5;7;9;8;6;5;5;4;4;4;4;5;6;6;5;4;4;4;4;4;5;6;8;7;5;5;7;7;5;4;5;6;6;7;8;10;10;13;14;14;20;23;24;19;14;11;14;17;11;7;6;6;6;7;4;4;4;6;8;9;9;11;14;19;19;18;13;9;8;10;15;18;23;25;25;22;24;25;30;32;34;42;50;50;50;44;44;45;48;53;65;81;94;104;108;116;117;125;136;138;147;154;151;151;160;166;176;193;200;199;216;188;171;154;144;134;127;129;120;123;119;116;111;103;90;82;67;51;39;30;28;24;23;24;23;21;24;26;25;21;19;18;18;16;14;14;13;16;19;18;16;12;9;5;5;8;8;7;10;14;14;14;12;12;14;16;17;18;15;12;14;14;10;7;6;5;5;6;4;4;4;3;4;5;4;5;5;5;5;6;6;7;7;6;5;4;4;6;6;6;7;5;4;4;5;4;4;5;5;5;4;4;3;4;5;4;4;3;3;3;3;3;3;4;4;4;3;3;3;4;3;4;3;3;4;4;3;4;4;3;3
3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;4;4;4;4;3;4;4;4;4;5;5;6;8;7;5;5;5;5;5;9;10;8;5;4;4;4;4;4;5;6;6;6;5;4;4;4;4;4;4;7;7;5;4;5;6;6;6;4;4;5;6;7;9;11;11;13;14;16;22;23;22;17;13;13;17;15;9;5;5;6;6;6;4;4;4;7;8;8;9;12;16;18;18;19;12;8;8;12;17;21;22;22;20;21;21;25;29;35;42;49;50;46;40;42;47;49;56;68;92;100;118;125;124;127;124;128;134;133;133;134;132;134;136;140;152;168;185;195;201;209;188;174;169;162;146;141;139;129;125;116;112;105;100;95;80;68;53;39;28;25;23;23;25;23;22;24;26;25;19;17;16;16;16;15;15;16;19;19;17;14;10;6;4;6;8;7;8;11;14;16;15;14;16;17;18;16;16;15;14;15;11;8;7;6;6;6;5;4;3;3;4;4;4;5;6;6;6;6;6;6;6;5;5;4;4;6;6;6;6;5;4;5;5;4;4;5;5;4;3;4;3;4;5;4;3;3;3;3;3;3;3;3;4;3;3;3;3;3;4;3;3;3;4;4;4;4;4;3;3
3;3;3;3;3;3;3;3;4;3;3;3;4;4;3;3;4;4;4;4;3;3;3;4;4;5;5;4;7;8;7;5;4;5;5;6;8;9;7;5;4;4;4;4;4;5;5;6;5;4;4;4;4;4;3;5;6;5;4;4;5;7;6;5;4;4;5;7;7;8;10;12;14;14;17;22;20;20;16;13;15;16;13;7;5;5;6;7;5;4;4;5;5;6;6;9;12;14;18;18;16;10;8;10;13;16;21;21;20;18;20;22;25;31;44;51;54;49;46;42;47;55;65;80;95;114;126;125;128;126;125;120;133;118;114;116;104;101;98;98;103;112;123;138;156;173;180;177;190;185;175;168;161;147;141;130;120;120;111;110;103;93;82;66;50;36;27;24;23;26;26;24;23;28;26;21;17;17;16;17;16;15;17;15;17;17;17;12;8;4;5;7;7;6;10;14;16;18;17;17;17;16;17;17;14;13;14;13;9;7;5;5;5;5;4;3;3;4;5;4;4;5;6;5;5;5;6;6;6;4;4;4;5;6;6;6;5;4;4;4;4;4;5;5;4;4;4;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;3;3
3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;3;4;4;4;3;3;3;4;4;4;5;5;5;8;9;7;4;5;6;6;6;9;9;7;5;4;4;5;4;4;4;5;6;4;4;4;5;5;4;4;5;6;4;4;5;6;6;6;5;4;4;5;6;8;11;11;14;15;14;16;20;20;20;15;14;16;15;10;6;4;5;6;6;5;4;4;4;5;6;5;9;12;15;16;18;13;9;8;10;13;17;21;18;18;17;19;26;31;40;52;55;53;49;46;47;52;66;89;112;127;133;132;139;141;133;121;113;110;105;95;95;85;80;75;69;67;76;88;100;112;122;141;147;158;170;176;178;170;156;142;140;124;119;114;117;120;108;99;82;62;44;32;28;26;27;29;28;26;25;30;24;19;15;16;17;17;18;18;14;15;16;15;12;7;4;4;6;7;6;8;13;16;20;18;16;15;15;18;16;12;10;12;12;8;7;5;5;5;4;4;3;4;4;4;3;4;5;6;6;5;6;6;6;6;6;4;4;5;5;5;5;5;5;4;4;4;4;5;5;4;3;3;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;3;3
3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;4;4;4;4;3;4;4;4;4;4;5;6;8;9;6;4;5;6;5;8;10;8;6;5;5;4;5;4;3;4;5;4;4;5;5;5;5;3;4;5;5;4;3;5;6;7;6;5;4;5;5;7;9;12;13;16;15;15;17;17;18;18;13;15;15;13;9;5;4;5;6;6;4;4;4;6;6;6;6;9;12;15;18;18;13;9;10;11;15;19;21;18;17;20;23;31;39;52;59;56;52;48;47;56;64;90;119;142;152;153;141;130;130;116;105;100;97;92;90;82;73;70;61;55;56;58;62;70;83;90;96;108;123;140;154;162;169;172;146;147;133;129;131;113;119;119;106;94;74;50;37;30;28;26;29;28;26;28;29;28;20;14;14;17;18;18;18;15;14;16;14;11;7;5;4;6;8;6;8;12;16;18;18;14;13;14;17;17;11;9;11;12;10;6;5;5;5;4;4;4;4;4;4;4;4;5;5;5;5;6;6;5;6;6;5;4;5;6;5;5;5;5;5;4;4;4;5;5;4;3;3;3;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;4;3;3
4;4;3;4;3;3;3;3;3;3;4;3;4;3;3;4;4;5;4;3;3;4;4;4;4;4;4;6;8;8;6;5;5;5;5;8;10;7;6;5;5;4;4;4;4;4;5;5;4;5;5;5;5;4;4;5;5;4;4;4;6;7;5;5;5;5;6;6;10;12;15;15;15;15;17;15;17;16;14;14;16;13;7;4;4;5;6;5;4;4;5;5;7;7;7;10;13;16;15;13;11;11;12;14;18;21;23;21;21;24;25;36;49;56;61;58;52;54;56;71;92;124;145;153;164;146;131;125;106;97;91;91;80;77;74;71;63;56;56;54;54;56;55;63;63;67;65;74;82;103;119;142;163;165;157;147;134;134;138;130;120;114;114;100;82;60;41;32;28;27;28;29;28;29;32;34;23;16;14;16;18;19;18;16;16;15;14;11;7;5;4;7;9;8;6;9;13;16;16;14;13;14;16;17;12;10;11;12;10;6;4;4;4;4;4;4;4;4;4;4;4;4;4;5;6;6;5;6;6;7;5;4;4;6;5;5;5;5;5;5;4;3;4;5;4;3;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;3;4;3;3
4;3;3;3;4;3;3;3;4;3;4;4;4;3;3;3;4;5;4;3;4;4;5;4;5;4;5;6;9;7;6;4;5;5;6;9;9;7;5;5;5;4;4;4;3;4;5;6;5;4;5;5;5;4;4;4;4;4;3;4;5;6;5;5;5;5;6;7;10;12;14;14;16;15;15;14;15;14;14;16;15;12;6;4;4;6;7;4;4;6;6;7;8;7;8;10;13;14;14;12;12;13;15;17;21;24;24;23;22;24;28;41;56;62;65;61;61;60;67;99;121;158;161;146;148;133;118;96;86;80;81;81;79;75;67;61;55;50;48;50;56;57;66;69;65;57;54;52;55;68;87;114;134;156;151;139;137;144;147;142;129;117;115;110;94;73;53;36;33;27;28;26;26;28;31;34;27;18;15;15;18;18;19;18;17;16;13;11;8;5;4;6;8;8;6;8;12;16;16;14;12;12;16;16;13;12;11;12;11;6;5;4;4;4;4;4;4;4;4;4;4;5;4;5;6;6;5;5;6;7;5;4;4;5;5;5;5;5;5;5;4;4;4;5;4;4;3;3;4;5;5;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;3
3;3;3;3;4;3;3;4;3;3;4;3;3;3;3;3;4;4;4;3;4;4;4;4;5;5;5;6;8;7;5;5;5;5;6;9;9;7;6;5;4;4;3;4;4;4;5;5;5;5;5;5;4;4;4;4;3;4;3;4;5;5;5;5;4;6;6;8;10;12;14;14;14;16;13;14;15;14;15;15;14;9;4;4;4;6;5;5;5;5;6;8;8;7;8;10;12;12;13;12;12;13;15;19;22;25;22;22;24;25;35;44;56;61;61;65;68;70;86;120;155;176;154;150;140;121;105;86;71;72;75;78;73;67;63;56;49;49;47;43;48;55;64;60;63;60;58;55;47;49;63;88;109;136;149;143;140;152;157;158;145;118;115;112;113;91;67;46;35;29;27;26;25;28;29;32;28;19;16;14;16;21;20;19;18;15;14;12;9;6;4;5;8;8;7;7;11;15;16;16;12;11;14;16;16;14;13;13;11;7;5;4;5;4;4;4;4;4;4;4;4;5;5;6;7;5;5;5;7;7;5;4;4;5;5;4;5;5;5;5;4;4;4;4;4;4;3;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;5;4;4;4;4;3
3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;4;5;4;3;3;4;4;4;5;5;5;6;8;6;6;5;5;4;6;8;8;7;5;4;4;4;4;4;4;4;5;5;5;4;5;5;4;4;3;4;4;4;3;4;4;4;4;4;4;6;6;8;11;14;15;15;15;14;14;13;13;15;13;13;12;7;4;3;5;6;6;5;4;5;8;9;7;7;8;10;9;11;13;10;12;12;16;21;23;24;19;19;23;29;40;53;61;64;64;65;71;81;111;153;171;164;149;150;131;112;85;74;73;71;70;70;65;63;58;46;43;38;37;39;38;46;48;52;52;56;60;60;52;49;51;65;88;112;133;139;146;163;161;160;149;122;114;114;104;99;77;56;37;30;29;27;24;28;31;34;31;23;16;13;16;19;19;19;19;16;15;13;11;7;5;5;7;7;6;7;10;14;16;17;14;12;12;17;17;16;12;13;12;7;5;4;4;4;4;4;4;4;4;4;4;5;6;7;6;5;5;6;6;6;5;4;4;5;5;5;5;5;5;5;4;4;3;4;4;4;3;3;4;4;4;3;3;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;4;4;4;4;3;3;3
3;3;3;3;3;3;3;4;4;4;4;4;3;3;4;4;4;5;5;3;3;4;4;4;5;5;5;7;8;6;6;5;5;5;7;8;8;6;5;5;4;4;4;4;4;4;6;6;5;6;5;5;5;4;4;4;4;4;4;4;4;4;4;4;5;5;6;7;10;14;16;15;16;13;13;12;12;13;13;15;10;5;4;4;5;6;5;4;4;5;8;8;7;7;8;9;9;9;10;9;12;13;15;22;22;18;16;20;24;33;43;61;64;61;56;66;75;99;140;166;176;160;151;138;120;92;71;67;71;68;65;59;51;46;40;37;33;28;29;32;33;37;40;44;44;47;56;64;61;56;51;57;74;89;112;130;148;159;176;162;150;136;113;107;103;101;79;56;41;35;31;30;27;30;33;35;38;29;19;14;15;18;20;19;17;18;15;12;11;8;6;5;7;7;6;6;9;13;16;16;14;12;13;16;17;15;12;11;10;7;5;4;4;4;4;4;4;4;4;4;4;5;6;6;6;4;4;6;6;6;4;4;3;5;5;4;5;5;5;4;4;3;3;4;5;4;4;3;4;5;4;3;3;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;4;4;4;4;4;3;3
3;3;4;4;3;3;4;4;4;4;4;3;3;4;4;4;4;5;5;4;3;3;4;4;6;5;5;6;9;8;6;4;5;6;7;8;7;6;5;4;3;4;4;4;4;4;5;6;6;5;4;6;5;4;4;4;4;4;4;4;4;3;3;4;5;6;6;6;11;15;16;15;14;12;12;12;13;13;14;14;8;4;4;4;5;5;5;4;5;7;8;8;7;6;7;9;8;9;8;9;11;13;15;20;21;19;17;20;26;33;48;62;63;58;57;68;85;118;160;171;168;163;155;135;99;74;65;71;68;63;64;54;43;34;27;23;21;18;24;26;27;28;34;38;38;37;45;58;60;58;55;55;62;84;99;126;148;170;177;179;160;142;121;107;100;92;77;62;48;37;32;31;30;32;36;38;36;30;22;14;13;18;20;21;19;16;14;14;12;8;6;6;6;7;6;5;8;12;16;17;14;12;13;16;16;14;11;10;10;8;5;4;4;3;4;4;4;4;4;4;4;4;7;7;5;4;5;6;6;7;5;3;4;5;5;5;5;5;5;4;4;4;3;4;5;5;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;4;3;3
4;3;4;3;3;3;4;4;4;4;4;3;3;4;4;4;5;5;4;3;3;3;4;5;6;6;5;7;8;8;5;4;5;7;7;9;7;5;5;3;3;4;4;4;5;5;5;5;5;4;4;5;5;4;4;4;4;4;4;4;4;3;4;5;6;6;6;6;10;16;16;15;15;14;13;12;14;14;14;12;6;4;4;4;5;4;4;4;6;9;9;9;8;7;8;10;9;8;8;9;11;13;16;19;21;19;18;22;27;40;50;63;62;58;56;66;90;133;159;172;166;159;138;113;85;78;74;68;62;55;48;40;27;19;15;14;12;14;20;24;23;26;33;38;34;33;36;47;57;60;58;57;59;70;90;118;144;168;179;190;167;153;131;111;98;90;83;65;50;38;37;36;34;34;39;41;36;32;24;18;14;17;20;22;22;17;14;15;12;8;6;6;6;6;6;5;7;12;16;15;14;12;14;17;15;13;10;10;10;9;5;4;3;3;4;5;4;4;4;5;4;5;7;7;6;4;5;5;7;7;5;3;4;5;6;5;5;5;5;4;3;4;3;4;5;5;4;4;5;5;4;4;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;4;3;3;3
3;3;4;4;3;3;3;4;4;3;3;3;3;3;4;4;4;5;4;3;3;3;4;5;7;6;5;7;9;8;6;4;6;7;9;8;6;5;4;3;3;4;5;5;5;5;6;5;4;4;4;5;5;4;4;4;4;4;5;5;4;4;4;4;6;6;6;7;11;15;18;15;14;16;15;16;14;15;13;11;7;4;4;4;4;4;3;5;9;10;11;10;8;8;9;10;8;8;7;8;12;16;16;19;19;20;20;24;32;41;54;61;59;54;56;67;94;136;164;170;168;143;119;93;74;81;79;63;52;42;36;21;12;8;10;10;11;16;22;24;22;22;29;34;33;28;30;38;47;53;58;61;60;66;79;107;140;158;180;191;174;154;138;119;101;90;80;71;55;41;35;34;38;36;40;43;36;30;25;17;16;16;19;24;24;19;14;13;11;8;5;5;6;6;6;5;7;11;15;16;13;10;12;16;15;13;10;10;10;9;6;4;3;3;4;4;4;4;5;5;4;4;6;7;6;5;5;6;6;7;5;3;3;5;6;5;5;5;5;4;3;3;3;4;5;5;5;4;4;6;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;4;4;4;3;3;3;4;3;3;4;4;4;4;3;5;5;4;3;3;3;4;5;6;6;6;8;9;7;6;4;6;7;8;8;5;4;4;4;4;4;5;5;4;5;5;4;4;4;4;5;4;4;4;4;4;4;5;6;5;3;4;5;6;6;5;8;13;17;17;14;15;19;18;16;15;13;12;10;7;4;4;4;4;4;4;6;10;12;12;11;9;9;11;11;8;7;6;9;14;16;20;22;21;23;22;25;31;40;57;59;57;55;55;72;95;131;156;161;150;134;113;92;83;82;73;56;41;31;24;11;7;11;13;14;18;25;31;26;21;20;25;30;30;24;24;30;37;48;51;63;65;68;75;96;129;153;179;181;177;162;145;126;108;88;81;70;60;45;37;36;38;37;40;41;37;32;26;19;15;16;19;22;23;19;15;13;11;8;5;4;5;7;7;6;7;12;15;15;13;11;14;17;15;13;10;10;12;11;7;4;3;3;4;4;4;4;6;5;4;4;6;6;6;6;5;6;7;7;5;3;4;5;6;6;5;5;5;4;3;3;3;4;5;5;5;4;5;5;5;4;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3
3;3;4;4;4;3;3;3;3;3;3;3;4;4;4;4;5;4;4;4;3;4;4;6;6;5;6;9;9;7;5;5;6;7;8;7;5;4;4;4;3;4;5;5;5;6;5;5;4;4;4;5;4;4;4;4;4;4;5;7;5;4;4;5;7;7;5;9;14;18;17;14;14;18;19;16;14;11;11;10;7;5;4;4;4;4;4;8;12;12;12;12;10;10;11;11;7;7;9;11;16;21;23;25;25;23;25;28;37;46;59;59;58;55;60;76;100;123;153;163;152;125;98;83;77;68;61;46;28;22;15;9;13;25;32;31;34;42;43;42;31;25;28;28;25;22;24;29;33;37;50;65;74;72;76;83;121;146;169;181;190;164;144;126;110;92;82;68;62;49;41;36;38;39;41;38;37;29;24;17;14;16;19;21;19;18;15;14;10;7;5;4;5;7;8;6;6;10;15;15;14;13;15;19;17;13;10;10;12;11;7;4;3;3;4;4;4;5;6;5;4;4;7;7;7;5;4;5;7;7;5;3;4;5;6;6;5;6;4;3;3;4;3;4;5;4;4;4;4;5;5;4;3;3;3;3;3;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;4;4;4;3
3;3;4;4;4;3;3;3;3;4;3;3;3;4;3;3;4;5;4;4;3;4;5;6;6;5;6;9;8;6;6;5;6;6;8;8;5;4;4;3;3;4;4;5;5;5;5;4;3;4;4;4;4;4;4;4;4;4;6;7;5;4;5;6;7;7;5;9;14;17;20;16;16;18;19;17;11;11;9;9;8;5;4;4;4;4;5;9;14;13;14;11;10;11;12;10;7;8;9;12;18;23;26;28;26;26;29;32;41;49;57;60;55;55;63;85;103;132;155;165;138;113;95;82;74;62;55;40;25;17;13;15;28;42;55;51;49;55;61;61;49;39;38;33;26;25;24;27;32;34;41;57;75;66;73;81;106;139;163;181;188;172;149;134;124;92;78;77;65;52;44;37;34;36;36;38;37;28;21;16;13;14;17;19;19;17;16;14;10;7;4;4;4;6;8;7;6;11;17;18;14;13;14;17;16;13;9;10;12;11;6;4;3;3;4;4;4;5;6;6;5;4;6;7;7;6;4;6;7;7;5;4;4;5;6;6;6;6;5;3;3;4;4;4;4;4;4;4;4;5;4;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3
3;3;4;4;3;3;3;4;3;4;3;3;4;4;4;4;4;5;4;3;4;4;5;6;6;5;7;9;8;6;5;5;5;6;8;8;5;4;4;4;4;4;4;4;5;5;5;4;4;4;4;4;4;4;3;3;3;4;6;6;5;5;6;7;7;7;6;10;15;18;20;17;17;19;18;16;12;10;9;9;8;5;4;4;5;4;5;9;13;14;14;13;10;12;12;10;6;7;8;11;18;27;29;29;31;31;30;35;41;49;61;62;58;58;65;86;107;130;147;157;130;104;86;77;68;59;49;34;18;13;16;26;39;53;61;67;71;81;90;85;75;63;54;46;31;29;29;27;30;34;38;48;68;75;74;82;103;135;159;174;180;170;152;127;115;89;77;78;70;63;50;41;35;34;33;38;36;26;19;15;13;14;15;18;19;16;16;13;10;7;5;4;5;6;7;6;7;10;18;19;16;14;15;16;16;12;9;10;11;10;6;4;3;4;3;4;4;4;6;7;5;4;7;8;8;5;5;6;7;6;5;4;4;5;6;6;7;6;5;3;3;4;4;4;4;4;3;3;3;4;4;4;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3
4;3;4;4;3;3;4;4;4;3;4;4;4;4;4;4;4;5;4;3;4;4;5;7;6;4;6;9;9;6;5;5;5;6;8;7;5;4;4;3;4;4;4;4;5;6;5;4;4;4;4;4;3;3;4;4;3;4;6;6;5;5;7;7;6;6;7;12;15;17;21;19;17;17;16;13;11;10;10;11;8;6;4;4;4;4;6;9;12;13;14;12;12;13;14;10;7;7;8;11;16;25;31;30;31;29;30;36;46;55;62;60;54;56;68;81;107;126;150;136;110;96;79;72;62;51;43;30;15;13;21;39;49;51;59;73;92;104;113;112;104;92;82;60;42;33;32;28;25;29;36;46;58;71;82;84;98;121;144;167;170;171;152;132;114;86;71;75;75;69;53;42;33;36;34;34;33;25;19;15;12;13;16;19;19;16;13;11;9;8;6;4;4;5;6;6;7;10;18;20;17;13;14;16;15;11;10;9;11;9;7;4;3;4;4;4;4;5;6;7;5;5;8;9;8;6;6;6;7;7;5;4;4;5;6;6;7;6;5;3;4;4;4;3;4;4;3;3;4;4;4;3;3;3;4;3;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;3;4;3;3
