Thorlabs Beam
Version: 9.1.5787.560
Date: 10/21/2024
Time: 4:30:14 PM

Device: BC106N-VIS
S/N: M00456188

Resolution: Fast ( 8 bit)
Sensor Resolution [pix]: Width: 1360, Height: 1024
Pixel Size [µm]: Horizontal: 6.45, Vertical: 6.45
Region of Interest [pix]: Horizontal: 536, Vertical: 400, Width 288, Height 218
Wavelength [nm]: 520
Attenuation [dB]: 20
Exposure Time [ms]: 238.339
Gain: 1
Base Level [digits]: 45.7103

3;3;3;3;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;4;4;4;4;4;4;4;3;4;4;4;3;4;4;4;3;4;4;4;4;4;3;3;4;4;3;4;3;3;3;3;3;3;4;4;5;4;5;6;4;4;4;4;4;4;5;4;4;4;3;3;3;3;4;4;5;5;5;6;6;7;9;8;10;11;10;11;6;5;8;5;3;5;6;5;7;13;23;31;34;38;42;48;59;68;82;92;100;105;105;110;112;113;108;102;92;83;77;72;67;54;41;35;29;25;20;16;12;8;5;5;4;4;5;5;6;7;9;9;10;11;11;10;10;8;6;6;6;5;4;3;3;3;3;4;4;4;4;4;5;5;5;5;4;4;5;4;4;4;4;3;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;3;3;3;4;4;4;4;4;4;4;4;4;4;3;4;3;3;3;3;3;3;3;4;3;3;3;3;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;4;3;3;3;3;4;3;3;3;3;3;3;3;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3
3;3;3;4;4;4;4;3;4;4;4;3;3;3;3;3;3;3;3;3;3;4;4;3;4;4;3;4;4;4;3;4;4;3;4;3;4;4;4;3;4;4;4;4;4;4;4;3;3;3;4;4;4;4;3;3;3;3;3;3;4;5;4;4;6;4;5;4;4;4;4;5;4;4;4;3;3;3;3;4;4;4;5;5;6;6;8;8;8;9;11;9;8;8;6;4;5;4;4;6;8;7;10;20;32;41;44;47;50;60;63;77;88;98;105;107;106;106;113;109;104;98;92;82;79;66;58;45;34;28;23;20;16;13;9;6;5;4;4;5;5;7;7;9;10;10;9;9;9;10;9;6;5;6;5;4;3;3;3;3;4;4;5;5;4;5;6;5;5;5;5;5;4;4;4;3;4;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;3;4;3;3;3;3;3;3;3;3;4;3;3;4;4;4;4;4;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;4;3;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;4;4;4;4;3;4;4;4;3;4;4;3;3;4;4;4;3;3;3;4;3;4;3;4;3;4;4;4;4;3;4;4;3;4;3;3;4;3;3;3;3;4;4;4;4;4;3;4;4;4;4;4;3;3;3;3;3;3;3;4;4;4;5;4;5;4;4;4;4;4;4;4;3;3;3;3;3;3;3;4;5;5;7;7;8;7;10;11;9;10;8;6;7;5;4;5;4;4;8;13;15;17;25;37;50;61;69;73;76;80;91;97;109;112;114;117;121;123;122;114;103;91;80;69;60;53;44;34;27;23;16;15;10;8;5;4;4;4;5;5;6;8;10;10;8;9;8;10;8;6;5;5;5;4;3;4;3;3;3;4;5;5;4;5;5;5;5;5;5;4;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;5;4;4;4;4;4;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;4;4;3;4;4;4;4;3;3;3;3;3;3;4;3;4;3;4;4;4;4;4;4;3;4;3;3;4;3;3;3;3;3;3;3;3;4;4;3;3;4;3;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;3;3;4;4;4;4;4;4;3;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;4;4;3;4;4;4;4;4;4;3;4;4;4;3;3;3;4;4;4;4;4;4;3;4;4;4;4;4;3;3;3;3;3;3;3;4;4;5;5;5;5;5;4;5;4;4;4;4;3;4;3;3;3;3;4;4;5;6;8;7;7;9;10;10;9;9;9;6;5;5;4;4;5;5;6;10;20;24;26;28;37;47;64;79;89;96;102;113;124;129;136;129;132;133;130;123;111;97;81;71;64;56;49;39;31;25;18;13;10;9;6;5;5;4;5;5;6;7;9;9;9;9;9;9;9;7;6;6;5;4;4;4;3;3;3;4;4;5;5;5;5;5;5;4;5;5;4;4;4;4;3;3;3;3;3;3;4;4;4;4;4;4;4;5;4;4;4;4;4;4;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;3;3;4;3;3;4;3;3;3;3;3;4;4;4;3;4;4;4;3;4;4;3;4;3;4;3;3;3;3;3;3;4;3;3;3;4;4;3;4;3;3;3;4;3;3;3;3;3;3;3;4;3;3;3;3;4;3;3;4;4;3;3;3;3;3;4;3;3;4;3;3;3;3;3;3;4
3;3;3;3;4;4;4;4;4;4;3;4;3;3;4;3;3;3;3;3;4;3;3;4;4;4;3;4;4;4;4;4;4;4;3;3;3;3;4;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;4;4;4;5;4;5;5;5;5;5;4;4;4;4;4;3;3;3;3;4;4;4;7;8;6;7;10;9;10;10;9;9;7;5;4;5;4;4;6;8;10;15;22;29;34;38;42;52;62;75;86;95;105;115;127;130;133;127;129;127;126;116;103;89;76;69;58;49;40;32;28;22;15;11;8;7;5;5;4;4;5;6;9;9;8;9;10;9;9;8;8;6;6;5;4;4;4;3;3;4;4;4;4;5;5;5;5;6;4;5;5;4;4;4;4;4;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;4;4;3;4;3;4;4;3;4;4;4;4;4;4;4;4;4;3;3;4;3;3;4;3;3;4;4;3;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;4;4;3;4;4;3;3;4;4;3;3;4;3;3;3;3;3;3;4;3;3;3;4;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3
3;3;3;3;3;3;4;4;4;4;3;3;4;4;3;3;3;4;3;3;3;3;3;3;4;4;3;3;4;3;3;4;4;4;4;4;4;3;3;3;3;4;3;4;4;4;4;4;4;5;4;4;4;3;4;4;3;3;4;3;3;4;4;4;5;5;5;5;5;5;4;4;4;4;3;3;3;3;3;4;5;4;6;8;8;7;8;10;11;11;9;9;8;6;5;5;4;4;4;5;7;12;15;20;26;37;48;56;62;74;79;86;98;102;113;118;129;135;138;143;143;134;126;110;92;82;69;58;50;42;34;26;22;16;11;8;6;5;4;5;4;5;6;8;9;9;10;10;11;9;8;9;7;6;5;4;4;4;3;3;4;4;4;4;4;4;5;5;5;5;5;4;4;4;4;4;4;3;3;3;3;4;4;4;4;4;4;4;4;5;5;4;4;4;4;3;4;3;3;3;3;3;4;4;3;4;4;4;4;4;4;4;4;4;4;3;4;3;3;3;3;3;3;3;4;3;4;4;4;3;4;4;3;4;3;4;4;3;3;3;3;3;3;3;3;3;3;4;4;4;3;3;4;4;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;4;4;4;3;4;3;3;3;4;3;3;3;3;3;3;3;3;3;3
3;3;3;4;4;4;4;4;4;4;4;4;3;4;4;3;3;3;3;3;4;4;3;4;4;3;4;4;4;4;4;4;4;4;4;3;4;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;4;4;3;4;4;4;4;4;5;6;5;5;6;4;4;4;4;4;3;3;3;4;4;4;5;7;8;8;8;9;9;10;11;10;9;8;7;6;5;4;4;5;6;7;11;16;25;32;38;48;57;61;76;84;95;102;112;114;122;129;135;139;145;140;138;131;112;96;85;70;65;52;44;37;26;22;18;11;9;5;5;4;4;5;6;7;9;9;8;10;11;11;9;7;8;7;6;4;4;3;4;3;3;4;5;4;4;5;5;5;5;5;5;5;4;4;5;4;4;3;3;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;3;3;4;3;3;3;3;3;3;4;3;4;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3
3;3;3;4;4;4;4;4;4;4;4;4;3;3;4;3;3;3;3;3;3;3;4;3;4;4;4;4;4;4;3;4;3;4;3;4;4;3;3;3;3;3;3;4;4;4;4;5;4;5;5;4;4;4;4;3;4;4;4;3;4;4;4;5;5;5;6;4;5;5;4;5;5;4;4;3;3;3;4;4;4;5;7;6;7;7;8;9;10;9;8;8;7;7;6;5;4;4;5;6;7;11;15;24;31;41;50;55;60;68;80;87;95;102;110;113;119;128;135;135;137;132;122;111;96;79;70;60;49;41;32;26;20;15;11;8;5;4;4;5;6;6;8;9;11;10;10;12;13;10;8;8;7;6;4;4;4;4;4;3;3;4;4;4;5;5;5;5;5;5;5;5;5;5;4;4;3;4;3;3;4;3;4;4;4;4;4;4;4;5;4;4;4;4;4;4;4;3;3;3;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;3;3;3;3;3;3;3;3;3;4;4;4;4;4;3;4;3;3;3;3;3;3;4;3;3;3;3;3;4;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;4;3;4;3;3;3;3;3;3;4
3;4;4;3;4;3;3;4;4;4;4;3;4;3;3;3;3;3;3;3;4;4;4;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;3;3;4;3;4;4;4;4;5;4;4;4;4;4;4;4;4;3;3;3;4;3;4;4;5;5;5;6;5;5;5;5;4;5;4;4;4;3;4;4;4;4;6;7;7;8;8;8;10;11;10;9;9;8;8;7;7;5;4;4;5;7;11;17;23;31;42;48;57;67;76;84;92;103;112;117;126;127;134;140;142;138;131;123;107;96;81;69;60;50;41;30;26;18;14;11;7;6;4;5;5;6;7;8;10;11;11;10;12;13;10;8;7;6;5;4;4;4;3;3;3;4;4;4;4;5;5;5;5;5;6;6;5;5;5;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;5;5;4;4;4;4;4;3;4;3;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;4;4;3;3;3;4;4;4;4;3;4;4;3;3;3;3;3;3;3;3;4;3;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;4;4;3;3;4;4;4;4;3;4;4;4;3;3;3;3;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;5;4;4;6;5;5;5;5;4;4;4;4;4;4;4;3;3;4;4;5;7;6;7;8;8;8;9;9;10;9;7;8;8;7;5;4;5;6;10;12;18;24;33;41;51;62;72;81;92;100;112;118;126;135;141;141;146;149;143;131;123;106;97;84;72;61;53;42;34;27;20;17;11;8;6;5;4;5;6;7;7;8;10;10;9;10;12;9;8;7;6;5;4;4;4;3;3;3;3;4;4;4;5;4;5;6;6;6;6;5;5;5;4;4;3;3;3;3;3;3;4;4;4;4;4;4;4;5;4;4;4;4;4;4;4;4;3;3;3;4;3;4;4;4;4;4;4;4;4;4;4;3;3;3;4;3;3;3;3;3;3;4;4;3;4;4;4;4;4;4;3;3;3;4;3;4;3;4;4;3;3;3;3;4;3;4;3;4;3;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;3;4;4;4;4;4;4;4;4;4;4;4;3;4;3;3;3;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;4;4;4;5;4;4;4;4;4;3;3;3;3;4;4;4;4;4;4;5;5;5;6;5;5;4;5;4;3;4;4;3;4;4;4;4;6;6;6;8;9;9;9;9;10;8;6;8;8;8;6;4;5;7;9;12;16;21;29;37;51;62;73;83;92;101;113;122;130;140;143;142;146;141;135;125;115;99;94;84;77;69;61;46;34;29;22;17;12;8;5;5;4;5;6;8;8;8;9;10;9;9;9;9;8;7;6;6;4;4;4;3;3;3;3;4;4;4;5;5;5;5;5;5;5;5;4;5;4;4;3;3;3;3;3;3;4;4;4;4;5;4;4;4;4;4;4;4;4;4;3;3;3;3;3;4;3;4;4;4;4;4;4;4;4;3;3;3;3;3;3;4;4;3;3;3;3;3;3;4;4;4;3;4;4;4;3;4;4;3;3;3;3;3;3;3;3;3;3;3;4;3;4;3;3;4;4;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;4;4;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3
3;4;3;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;3;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;4;3;4;3;4;3;4;5;5;5;7;6;6;7;6;5;5;5;4;4;4;4;3;3;4;4;4;5;6;6;7;9;10;8;9;11;9;8;8;8;8;5;4;5;7;9;12;17;20;26;34;47;61;73;85;93;96;106;119;130;140;144;145;140;140;136;125;114;106;97;87;83;74;65;53;39;28;23;16;11;8;5;5;4;5;6;8;9;9;10;11;10;10;10;9;9;8;7;6;5;4;3;3;4;3;4;4;4;5;5;5;5;6;5;5;5;5;4;4;4;4;3;3;3;3;3;3;3;4;4;4;4;4;5;4;4;4;4;4;4;4;3;3;3;3;4;4;3;3;4;4;4;4;4;3;3;3;4;3;3;3;4;3;3;3;3;3;3;3;3;4;4;4;4;4;3;3;4;4;3;4;3;3;3;3;3;3;3;3;4;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;4;3;3;4;3;4;3;3;4;4;3;3;3;3;3;3;3;3;3;3;4
4;3;3;4;4;3;4;4;4;4;4;4;4;3;4;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;3;4;3;3;3;4;4;4;4;4;4;4;4;5;4;4;4;4;4;3;3;3;4;3;3;4;4;5;4;5;6;5;6;6;6;5;5;5;4;4;4;3;3;3;3;4;4;5;6;7;8;9;10;10;10;11;10;10;8;7;6;5;5;5;7;10;12;15;21;26;35;45;60;76;88;100;109;115;127;140;149;150;150;148;141;138;129;117;109;104;91;85;76;64;58;44;33;25;17;12;8;5;4;5;5;6;7;9;9;10;10;10;9;9;9;9;7;6;5;5;4;4;4;4;3;3;4;4;5;5;5;5;5;5;5;4;5;4;5;4;4;4;3;3;3;3;4;4;4;4;5;4;5;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;4;3;4;4;3;4;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;3;4;4;4;4;4;4;4;5;5;5;4;4;4;3;3;3;3;3;3;4;4;5;4;6;6;5;7;6;5;6;5;5;4;4;4;4;3;3;4;4;4;5;7;7;8;10;10;11;10;10;10;10;8;7;6;4;4;5;6;9;12;17;18;24;32;46;60;74;89;101;114;121;133;145;143;151;148;152;141;135;129;121;114;105;94;87;76;67;58;48;36;27;18;12;8;7;5;5;5;5;7;8;7;10;10;10;9;9;9;9;7;6;5;5;4;3;3;4;3;3;4;4;5;6;5;5;5;5;6;4;4;4;4;4;4;3;3;3;4;3;4;4;4;4;4;4;5;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;3;4;4;4;3;3;4;3;4;4;4;3;4;4;4;4;4;4;3;3;3;4;3;3;3;3;3;3;3;3;3;3;4;3;4;4;3;4;4;3;3;4;4;3;3;3;3;3;3;3;3;3;4;3;3;3;4;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;4;4;4;4;3;3;4;4;4;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;5;5;5;4;5;4;4;4;3;3;3;3;3;3;3;4;5;4;5;5;5;7;6;5;6;5;5;4;4;4;4;3;3;3;4;5;5;7;8;8;9;11;11;11;9;11;10;9;6;5;5;5;5;6;8;12;16;19;23;28;41;54;67;83;99;109;125;135;142;150;151;156;148;145;140;135;129;123;110;97;87;75;67;57;51;37;25;17;11;8;6;5;4;5;5;7;8;8;10;12;10;10;9;11;9;7;6;5;5;4;3;3;4;4;3;4;4;5;6;5;5;6;5;5;5;4;4;4;4;4;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;3;3;3;3;4;3;3;4;3;4;4;4;4;4;4;4;4;4;3;3;4;3;3;3;3;3;4;4;3;4;4;4;3;3;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;4;3;3;3;4;3;3;4;3;3;3;3;4;3;3;3;4;3;4;4;4;4;3;4;4;3;3;3;3;3;3;3;4;3;3;4;4;4
3;3;4;4;4;4;4;3;4;4;3;3;3;4;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;4;4;4;4;4;4;5;4;5;4;5;5;5;4;4;4;3;3;3;3;3;4;4;4;5;4;6;5;5;6;5;5;5;5;5;4;4;4;3;3;3;3;4;5;4;6;7;8;10;10;9;10;9;10;10;9;6;5;4;4;4;5;7;11;16;22;25;30;40;48;58;69;86;99;114;129;138;139;149;154;151;144;140;131;125;116;107;96;87;74;67;56;46;38;26;17;10;7;6;4;4;4;5;7;9;9;8;11;11;10;10;11;10;8;7;6;6;5;4;3;3;3;3;4;4;5;6;6;5;6;5;5;5;5;5;4;4;4;3;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;4;3;4;3;4;4;3;4;4;4;4;4;4;4;4;3;4;3;3;4;3;3;3;4;4;3;4;4;4;4;4;3;4;3;3;3;3;3;4;3;3;3;3;3;4;4;4;4;4;4;4;3;3;3;3;3;3;3;4;3;4;3;4;3;3;3;4;3;4;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4
4;3;4;4;4;4;3;4;4;4;4;4;3;3;4;3;3;3;3;3;3;4;4;4;3;4;4;4;4;4;4;4;4;4;3;3;4;3;4;4;4;3;4;4;5;5;5;4;5;4;5;4;4;4;3;3;3;3;3;4;4;4;5;5;6;6;5;6;6;5;6;6;5;4;4;4;3;4;3;4;5;5;5;5;8;10;9;10;11;10;11;10;12;10;7;6;5;4;4;5;8;11;17;23;30;34;42;52;62;76;89;105;117;126;142;145;150;160;156;152;144;147;135;126;107;91;83;73;62;56;45;33;25;17;10;6;6;4;4;4;5;7;8;9;10;10;11;11;12;10;9;8;7;7;5;4;4;4;3;4;4;5;5;5;6;5;5;6;5;5;5;4;5;4;4;4;4;4;4;3;3;3;4;4;5;4;5;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;4;3;3;3;3;4;3;3;4;4;4;4;4;3;4;4;3;3;3;3;3;3;4;3;3;3;4;4;4;4;3;3;4;4;4;4;3;3;3;3;3;3;3;3;4;4;4;3;3;3;3;4;3;3;3;3;3;3;3;3;3;4;4;3;3;3;3;3
3;3;3;3;4;4;4;3;4;3;4;3;3;4;3;3;3;3;3;3;3;3;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;5;5;5;4;4;4;4;4;4;4;3;3;3;3;3;4;4;4;5;5;6;6;5;6;6;5;5;4;4;4;4;4;3;3;3;4;5;6;6;6;8;10;10;10;10;10;12;11;11;9;7;6;5;4;4;5;7;11;16;23;34;41;47;54;67;79;93;112;126;134;142;153;158;158;165;163;153;140;131;123;110;94;82;68;59;53;42;32;21;16;12;6;6;4;4;5;6;7;9;10;10;11;12;11;12;11;8;7;8;6;4;4;4;3;3;3;4;4;4;5;6;6;5;6;5;5;5;4;5;4;5;4;4;4;4;3;4;3;4;4;4;4;4;5;5;5;5;4;4;4;4;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;3;4;3;3;3;4;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;3;4;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;4;4;4;3;3;3;4;3;3;3;3;3;3;4;4;4;4;3;4;4;4;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3
4;4;4;3;4;4;4;4;4;4;4;4;4;3;3;3;3;3;4;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;3;4;4;4;4;4;4;4;5;4;5;4;4;4;4;4;4;4;3;3;4;3;3;4;5;5;5;6;6;7;6;6;6;5;4;5;4;4;3;3;3;4;4;5;6;6;9;9;10;9;10;10;11;9;8;9;7;6;5;4;4;5;8;10;14;23;36;45;53;63;72;88;108;123;133;142;152;159;164;170;173;169;158;147;135;123;108;93;81;70;56;47;41;29;21;15;11;8;6;5;5;5;6;8;9;11;10;12;11;11;11;10;8;8;8;6;5;4;4;4;3;4;4;5;5;5;5;5;5;5;5;5;4;5;5;4;4;4;3;3;3;3;4;3;4;4;4;4;5;5;5;5;4;4;4;3;4;3;4;3;3;4;3;3;3;3;4;4;4;4;4;4;4;4;4;3;3;4;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;4;3;4;3;4;4;3;3;3;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4
3;4;4;3;4;4;4;4;4;4;4;4;4;3;3;3;3;3;4;4;3;3;4;4;4;4;4;3;4;4;4;4;4;4;3;4;4;3;4;4;4;4;4;4;5;4;5;5;5;4;4;4;4;4;4;4;3;3;4;4;4;4;4;5;6;6;6;7;7;6;6;5;4;5;3;3;3;3;3;4;4;6;6;6;9;13;11;11;11;11;10;8;8;7;7;7;5;4;4;5;7;10;13;21;31;45;51;63;77;89;108;119;130;141;153;162;172;167;164;163;162;147;139;129;119;101;83;71;62;52;42;33;22;16;11;8;6;5;5;6;6;7;8;11;11;11;13;11;13;11;8;8;8;6;5;4;4;3;3;4;4;4;5;5;5;5;5;5;5;5;4;5;5;4;4;3;3;3;4;4;4;3;4;4;4;4;5;5;5;5;5;4;4;4;4;3;3;3;3;4;3;3;3;4;4;4;3;4;4;4;4;4;4;3;3;4;3;3;3;3;3;3;4;3;3;3;4;4;4;4;4;4;4;3;4;3;3;3;3;3;3;3;3;3;4;4;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3
3;3;3;4;4;3;4;4;4;4;4;4;4;4;3;3;4;3;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;5;4;5;5;4;4;4;4;3;4;3;3;4;4;4;4;4;5;5;5;5;6;7;5;6;6;5;5;4;4;4;3;3;4;4;5;5;6;8;11;11;11;11;12;11;11;9;8;7;7;5;4;5;5;7;10;15;20;32;45;57;68;81;95;110;120;132;150;161;165;173;173;162;159;151;149;140;132;124;106;86;69;61;55;47;34;24;15;12;9;6;6;5;5;6;8;8;9;11;11;13;10;11;12;9;7;7;6;5;4;4;3;3;3;4;4;5;5;5;5;6;6;5;5;5;5;5;4;4;4;3;3;3;3;3;4;4;4;4;5;5;5;5;4;5;4;4;4;3;4;3;4;3;4;3;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;4;4;4;4;4;4;4;3;4;3;4;3;3;3;3;3;4;4;4;3;3;4;4;3;3;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3
4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;4;4;4;4;4;4;5;5;4;4;4;4;3;3;4;4;4;4;4;4;5;5;6;5;6;6;5;7;5;4;4;4;3;3;3;3;4;4;5;6;6;8;10;11;11;10;12;13;12;10;9;7;6;5;4;4;6;8;11;16;24;31;43;57;71;82;97;114;122;136;142;160;167;170;170;165;160;152;150;143;138;126;110;94;78;67;58;49;31;24;14;11;8;7;5;5;5;6;7;9;8;11;10;12;11;11;12;10;8;7;6;4;4;4;3;3;4;4;4;5;5;5;5;6;6;6;6;5;5;5;4;4;4;3;3;3;3;4;3;3;4;4;4;5;4;4;5;4;4;4;4;4;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;4;3;4;4;3;4;4;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;4;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3
4;4;3;3;3;3;4;3;3;4;4;4;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;5;4;5;4;4;4;3;3;3;4;3;4;4;4;4;5;5;5;5;6;6;6;6;5;4;5;4;4;3;3;3;4;4;5;5;6;7;9;11;10;9;12;13;11;10;9;8;6;5;4;5;6;8;13;19;27;33;45;58;72;86;101;120;131;143;149;161;171;171;175;164;158;150;143;138;131;125;110;95;82;71;58;46;32;22;17;12;10;9;6;5;5;6;7;9;9;9;9;10;10;10;11;9;7;7;6;4;4;4;4;3;3;4;4;5;5;5;6;6;6;6;6;6;5;4;5;4;4;4;3;3;3;3;3;4;4;4;4;4;5;5;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;4;3;3;4;4;4;4;4;3;4;3;3;3;4;3;3;3;4;3;3;3;3;3;4;4;4;3;4;3;4;4;3;3;4;3;3;3;3;3;3;4;3;3;3;4;3;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;4;4;3;4
